Freq.	V(OUT)/V(INJ)
2.17770977235312e+00	(9.92449750521942e+01dB,5.84637834296352e+01°)
2.18272991184296e+00	(9.92177648203342e+01dB,5.83675902387299e+01°)
2.18776162394951e+00	(9.91905259321533e+01dB,5.82713751712595e+01°)
2.19280493535041e+00	(9.91632583408109e+01dB,5.81751384581851e+01°)
2.19785987278478e+00	(9.91359619995227e+01dB,5.80788803326230e+01°)
2.20292646305342e+00	(9.91086368615604e+01dB,5.79826010298546e+01°)
2.20800473301886e+00	(9.90812828802581e+01dB,5.78863007873135e+01°)
2.21309470960560e+00	(9.90539000090109e+01dB,5.77899798445981e+01°)
2.21819641980018e+00	(9.90264882012793e+01dB,5.76936384434707e+01°)
2.22330989065136e+00	(9.89990474105870e+01dB,5.75972768278609e+01°)
2.22843514927026e+00	(9.89715775905292e+01dB,5.75008952438550e+01°)
2.23357222283049e+00	(9.89440786947668e+01dB,5.74044939397201e+01°)
2.23872113856830e+00	(9.89165506770358e+01dB,5.73080731658821e+01°)
2.24388192378272e+00	(9.88889934911442e+01dB,5.72116331749433e+01°)
2.24905460583574e+00	(9.88614070909758e+01dB,5.71151742216735e+01°)
2.25423921215239e+00	(9.88337914304925e+01dB,5.70186965630152e+01°)
2.25943577022093e+00	(9.88061464637322e+01dB,5.69222004580954e+01°)
2.26464430759302e+00	(9.87784721448213e+01dB,5.68256861681947e+01°)
2.26986485188378e+00	(9.87507684279638e+01dB,5.67291539567840e+01°)
2.27509743077203e+00	(9.87230352674492e+01dB,5.66326040895127e+01°)
2.28034207200037e+00	(9.86952726176569e+01dB,5.65360368341962e+01°)
2.28559880337539e+00	(9.86674804330528e+01dB,5.64394524608400e+01°)
2.29086765276773e+00	(9.86396586681980e+01dB,5.63428512416147e+01°)
2.29614864811232e+00	(9.86118072777421e+01dB,5.62462334508797e+01°)
2.30144181740846e+00	(9.85839262164336e+01dB,5.61495993651678e+01°)
2.30674718872002e+00	(9.85560154391161e+01dB,5.60529492631934e+01°)
